,评论,评论号,评价对象,情感词
648,衣服不合适,0,衣服,合适
649,性价比很高值得推荐,0,性价比,高
650,很好的衣服哦,0,衣服,好
651,这件短袖穿着舒服,0,短袖,舒服
652,特喜欢衣服上的图案 会回购,1,图案,喜欢
653,因为本人个子偏瘦,1,个子,瘦
654,修身感觉还好,1,修身,好
655, 尺码推荐：买正常的就行,1,尺码,合适
656,码子还是算标准的 ,1,码子,标准
657,摸着很舒服 大家衣橱里必备的一件衣服,1,面料,舒服
658,又便宜实惠,1,价格,便宜
659,料子挺舒服的,0,料子,舒服
660,尺码合适,1,尺码,合适
661,不热透气好评多多,1,面料,透气
662,上身效果不错 挺喜欢的 穿上去很舒适,1,上身效果,不错
663,很满意的一次购物质量很好,0,质量,好
664, 希望更多的朋友信赖. 店主态度特好,0,态度,好
665,出乎我的意料包装非常仔细,0,包装,仔细
666,淘到心意的宝贝是一件让人很开心的事,1,宝贝,开心
667,比心￼️质量非常好,1,质量,好
668,整体还算差不多吧,1,整体,差不多
669,没有开线的地方,1,做工,开线
670,衣服很舒服,0,衣服,舒服
671,线头处理的很干净,0,线头,干净
672,就是衣服我穿不了了哈哈哈哈,0,衣服,穿不了
673,衣服收到了穿上去非常合身,1,衣服,合身
674,衣服很好看 偏宽松型  颜色也很喜欢,1,颜色,喜欢
675,就是有点异味,1,衣服,异味
676,质量很好又便宜大家放心购买吧,1,质量,好
677,商品质量不错,1,商品质量,不错
678,但整体很喜欢,0,整体,喜欢
679,个人很喜欢,0,个人,喜欢
680,可惜我老公不喜欢这颜色送人了,0,颜色,喜欢
681,不错上身效果：穿着很舒服,0,上身效果,不错
682,材质特性：还行,1,材质,行
683,小一号就可以了,1,尺码,小
684,穿起来很不舒服,0,面料,舒服
685,这个衣服很帅气,0,衣服,帅气
686,穿上宽松好好看,0,布料,宽松
687,穿上也很舒适,1,面料,舒适
688,纯棉的非常舒服,1,纯棉,舒服
689,蛮不错的T恤,0,T恤,不错
690,黑色应该好吧,0,黑色,好
691,是我喜欢的面料,0,面料,喜欢
692,整体评价：特别好,0,整体,好
693,车工走线一流,0,走线,一流
694, 上身效果：很好看    ,0,上身效果,好看
695,衣服也蛮厚实的,0,衣服,厚实
696,图案容易掉,0,图案,容易掉
697,好看不贵尺码刚刚好 面料不错,1,尺码,好
698,衣服很好尺寸刚好合适,1,尺码,合适
699,穿上整个人都帅气了,1,设计,帅气
700,质量和做工都不错,1,质量做工,不错
701,衣服比较宽松,0,衣服,宽松
702,✏棉质穿着舒服,0,棉质,舒服
703,整体评价：还可以,0,整体,可以
704, 尺码推荐：对于我来说太宽松了,0,尺码,宽松
705,那个图案也会掉色,0,图案,掉色
706,根本不透气,0,材质,透气
707,身子挺好的,1,身子,好
708,不是纯棉不是纯棉不是纯棉,0,纯棉,不是
709,摸起来有点粗糙 但是物流是真的快,0,面料,粗糙
710,但是衣服本身没有色差,1,衣服,色差
711,上身效果也很好 可能你们觉得我这评论有点浮夸,1,上身效果,好
712,面料很透气,1,面料,透气
713,但上身效果蛮修身的,1,上身效果,修身
714,挺舒服的布料,0,布料,舒服
715,性价比挺高,0,性价比,高
716,面料也不错,0,面料,不错
717,衣服质量好,0,衣服质量,好
718,摸起来质感也不错,1,质感,不错
719,衣服胸部地方就湿湿一身汗 太不透气了,0,衣服,透气
720,质量还行吧,0,质量,行
721,手感不是很好,0,手感,好
722,还不错宝贝质量很好,1,宝贝,好
723,做工再细致点就更好了,1,做工,细致
724,质量真的不错,1,质量,不错
725,衣服不错非常好看,0,衣服,好看
726,质量是棉的很好,0,质量,好
727,穿起来很舒适,1,尺码,舒适
728,质量还阔以,1,质量,不错
729,衣服真心不错,1,衣服,不错
730,服务态度良好,1,服务态度,良好
731,是件不错的宝贝,0,宝贝,不错
732,价格也很合适喜欢喜欢,0,价格,合适
733,质量和款式都很满意,0,质量款式,满意
734,图案也好看,1,图案,好看
735,整体评价：特别好 材质特性：特别好,1,材质,好
736,衣服也布料稍微有点硬,0,布料,硬
737, 面料品质：好,0,面料品质,好
738,材质特性：很好的布料,1,材质,好
739,穿着舒服 上身效果：给弟弟买的,1,上身效果,舒服
740,颜色差距太大,1,颜色,差距太大
741,衣服想当不错,1,衣服,不错
742,穿身上很软 上身效果：穿上挺好看的 厚薄度：夏天穿很舒服的,0,上身效果,好看
743,上身很舒服,0,上身,舒服
744,颜色还行吧,0,颜色,行
745,而且这个衣服摸着粗糙的,0,衣服,粗糙
746, 我要给你们差评,1,衣服,差评
747,感觉质量一般般,1,质量,一般般
748,衣服穿着还可以,1,衣服,可以
749,衣服很便宜,0,衣服,便宜
750,质量也特别好,0,质量,好
751,款式也新颖,0,款式,新颖
752,穿着不舒服,0,面料,舒服
753,而且衣服布料摸着不顺手,0,面料,顺手
754,性价比蛮好的,0,性价比,好
755,整体评价：好 材质特性：货真价实 ,0,整体,好
756,布料不是棉的,0,布料,棉的
757,而且还很便宜,1,价格,便宜
758,短袖真的😒质量太好了,1,质量,好
759,做工👊也细致,1,做工,细致
760,图案也喜欢,1,图案,喜欢
761,整体评价：衣服那不叫一般的差劲,0,整体,差劲
762,这个差评给定了,0,衣服,差评
763,衣服尺码合适,0,衣服尺码,合适
764,上面这个印花都没有印完整,0,印花,完整
765,整体评价：挺舒服的 材质特性：棉的质感 尺码推荐：我173,1,整体,舒服
766,衣服材质很好,1,衣服材质,好
767,相差大这个价钱可以买到这种衣服,1,价钱,便宜
768,已经非常不错了,1,衣服,不错
769,这个质量是好的,0,质量,好
770,不是那种便宜的那种,0,价格,便宜
771,这个价格买到这个纯棉的衣服,0,价格,便宜
772,这服务让我很不开心,1,服务,开心
773,上身效果： 版型很好,1,版型,好
774,布料跟上身效果也可以,1,布料,可以
775,很好的一件衣服,1,衣服,好
776,还是那么的白不掉色,0,颜色,掉色
777,真是便宜没好货,0,衣服,好货
778,面料品质：面料还行,0,面料,行
779,穿XL刚好合适,1,尺码,合适
780,喜欢肥大的可以选大一码,1,尺码,肥大
781,衣服挺好看,1,衣服,好看
782,不过看起来和摸起来质量是一般的,0,质量,一般
783,主要是喜欢它的颜色,0,颜色,喜欢
784,衣服非常不错,0,衣服,不错
785,上身效果也很不错,0,上身效果,不错
786,整体评价：很不错哦,1,整体,不错
787,材质特性穿着很舒适,1,材质,舒适
788,上身版型不错,1,上身版型,不错
789,除了领口松紧姓差点,1,领口,松紧
790,衣服收到不错,1,衣服,不错
791,图案很可爱,1,图案,可爱
792,衣服背后磨的起球了,1,衣服,起球
793,面料品质：黑色不行啊,1,黑色,行
794,黑色买的有点不开心,0,黑色,开心
795,摸着好粗糙,0,面料,粗糙
796,背心是纯棉的,0,背心,纯棉
797,肥肥大大的很时尚哦,1,设计,时尚
798,布料也非常好,1,布料,好
799,还不错衣服质量可以,1,衣服,不错
800,产品比想象中的还要好,0,产品,好
801,试穿一下还是很不错的,0,衣服,不错
802,材质特性：t恤质量很好,1,材质,好
803,做工料子都不错,1,做工料子,不错
804,整体评价：很好看 ,0,整体,好看
805,尺寸偏差太大了,0,尺寸偏差,大
806,差评差评差评差评差评差评差的,0,衣服,差评
807,也很便宜值得入手,0,价格,便宜
808,材质特性：有点不行,0,材质,不行
809,整体评价：好看舒适,0,整体,舒适
810,没有什么色差,0,色差,
811,不错的宝贝,1,宝贝,不错
812,料子一般般吧,0,料子,一般般
813,是棉质的  穿的舒服,0,棉质,舒服
814,质量很好的,0,质量,好
815,质量物流都好,0,质量物流,好
816,不过紫色真的很好,1,紫色,好
817,款式孩子也喜欢,1,款式,喜欢
818,挺好的 便宜不贵,1,价格,贵
819,衣服是宽松版型的面料,0,面料,宽松
820,纯棉的柔软,0,纯棉,柔软
821,重要的是性价比超级高,0,性价比,高
822,尺码推荐：大小合适,0,大小,合适
823,已经很便宜了,1,价格,便宜
824,款式也不错,0,款式,不错
825,面料很好(✪▽✪),0,面料,好
826,上身效果也很好,0,上身效果,好
827,面料也不是很好,0,面料,好
828,上身效果很不错,1,上身效果,不错
829,整体评价：物美价廉 材质特性：棉 上身效果：显瘦,1,上身效果,显瘦
830,整体评价：可以,1,整体,可以
831,性价比高 材质特性：好评 尺码推荐：173,1,性价比,高
832,  面料品质：不起球,0,面料,不起球
833,材料也不错,0,材料,不错
834,衣服挺好看的,0,衣服,好看
835,如果衣服洗后不缩水的话长短刚好合适,0,长短,合适
836,价格也挺实惠的,1,价格,实惠
837,买了两个颜色,0,颜色,好
838,都挺好的质量非常好,0,质量,好
839,款式简洁大方,0,款式,简洁大方
840,穿上特别帅气,0,设计,帅气
841,尺码大小合适,1,尺码大小,合适
842,质量好穿上高端大气上档次,0,质量,好
843,穿着也很舒服洗了也不褪色,0,面料,不褪色
844,衣服真的不错,0,衣服,不错
845,料子也还挺好的,0,料子,好
846,款式还挺好的,1,款式,好
847,尺码很合适,0,尺码,合适
848,布料摸起来还行吧,0,布料,行
849,很有厚重感好看😊穿着舒服,0,面料,舒服
850,颜色也很喜欢,0,颜色,喜欢
851,整体评价：衣服还可以上身合适,1,整体,合适
852,质量很好哦,1,质量,好
853,质量很好洗过没有起球的现象,1,质量,好
854,透气不褪色,1,颜色,褪色
855,穿上很帅气,0,设计,帅气
856,这么便宜的价格能买到这么好的宝贝,0,价格,便宜
857,衣服收到了不错纯棉的,0,衣服,不错
858, 上身效果：正常 厚薄度：正常 ,1,上身效果,正常
859,拿到手我一摸就觉得面料好,1,面料,好
860,质量也挺不错的,1,质量,不错
861,运动裤都可以,1,运动裤,可以
862,衣服没问题,1,衣服,没问题
863,选上了适合的颜色,1,颜色,合适
864,整体效果不错,1,整体,不错
865,上身效果：漂亮,1,上身效果,漂亮
866,但洗的时候要脱色,1,衣服,脱色
867,衣服质量蛮好的摸起来很舒服,1,衣服质量,好
868,物流也可以,1,物流,可以
869,黑色也显瘦,0,黑色,显瘦
870, 面料品质：纯棉的,0,面料,纯棉
871,版型款式都不错👍,1,版型,不错
872,衣服穿着很舒服,1,衣服,舒服
873,质量很好还要再买一件,1,质量,好
874,整体评价：穿上挺好,1,整体,好
875,材质特性：标的纯棉,0,材质,纯棉
876,布料有点不好 厚薄度：比较薄,0,布料,好
877,颜色和样式好看 哎,1,式样,好看
878,颜值即正义,1,颜值,正义
879,衣服面料宽松柔软,0,衣服,宽松柔软
880,面料是很舒服的,0,面料,舒服
881,整体评价：质量很好,1,质量,好
882,毕竟也不贵,1,价格,贵
883,衣服有掉毛的现象,1,衣服,掉毛
884,刚穿效果非常好,0,效果,好
885,穿着身上扎人,0,衣服,扎人
886,这件衣服很合身,0,衣服,合身
887,东西质量不错,1,质量,不错
888,包装仔细、严实,1,包装,仔细严实
889,样式特别独特,0,样式,独特
890, 就是浅紫色太深了,0,浅紫色,深
891,颜色差异非常大,0,颜色,差异大
892,面料品质：很好哈,0,面料,好
893,舒适 面料品质：品质很好,1,面料,好
894,上身效果：很舒服,1,上身效果,舒服
895, 这个价格可以说很合适了,0,价格,合适
896, 喜欢这件衣服的颜色,0,颜色,喜欢
897,面料品质：柔软,0,面料,柔软
898,样式非常喜欢,0,样式,喜欢
899,版型很不错,1,版型,不错
900,性价比很高哦.朋友都说好看,1,性价比,高
901,整体评价：衣服质量不错,0,衣服质量,不错
902,性价比较高,0,性价比,高
903,整体评价：还可以吧 材质特性：还行,0,材质,可以
904,穿上效果不错,0,效果,不错
905,上身效果：舒适帅气  尺码推荐：L 厚薄度：刚刚好,1,上身效果,舒适帅气
906,最近尺码很合适,1,尺码,合适
907,穿上效果很好,1,效果,好
908,这么便宜的价格淘到这么好的货,1,价格,便宜
909,布料也很好穿身上很舒服,0,布料,好
910,整体评价： 十分舒适,0,整体,舒适
911,服务非常的好价格也很优惠,0,价格,优惠
912,衣服穿起来质感非常的好,0,质感,好
913,3XL尺码刚刚好,1,尺码,好
914,按推荐尺码买就行,0,尺码,合适
915,夏天🍃短袖绿色显精神利索,0,绿色,精神
916,实惠很好很好,1,价格,实惠
917,穿起来十分舒服,1,面料,舒服
918,印花也好看很时尚潮流,1,印花,好看
919,面料什么的都可以,1,面料,可以
920,确实真的好看,1,设计,好看
921,性价比还可以,1,性价比,可以
922,摸起来很舒服视频有的哦,1,面料,舒服
923,价格也很可以的哦,1,价格,可以
924,材料也很舒服,0,材料,舒服
925,这个短袖是我这次买的颜值最高的,0,颜值,高
926,颜色蛮喜欢的,0,颜色,喜欢
927,性价比也很高,1,性价比,高
928,这种价格对得起质量了,1,价格,便宜
929,宝贝挺好的非常喜欢,1,宝贝,好
930,整体评价：性价比高 材,1,性价比,高
931,价格很实惠,1,价格,实惠
932,衣服特别的好看,1,衣服,好看
933,整体评价：棉的,1,整体,棉的
934,衣服质量一般,0,衣服质量,一般
935,服务态度质量不好,0,服务态度,好
936,布料非常好很喜欢,0,布料,好
937,整体评价：就是有点... 材质特性：还好,1,材质特性,好
938, 尺码推荐穿m和L的选m码差不多 面料品质：好,1,面料品质,好
939,这款衣服穿着很舒服,1,衣服,舒服
940,买的XL感觉有点小 尺码推荐：按自己身高体重选 厚薄度：挺好的,1,厚薄,好
941,穿上很舒服,0,面料,舒服
942,质量挺好的的值得买,0,质量,好
943,样式和材质都不差,0,样式材质,差
944,穿上很合适,0,尺码,合适
945,不会这种衣服有个缺点,1,衣服,缺点
946,就是印花放洗衣机洗后都有些掉落,1,印花,掉落
947,款式貌似不太宽松,1,款式,宽松
948,料子摸上去挺舒服的,0,料子,舒服
949,衣服很扎人,1,衣服,扎人
950,衣服洗后缩水,1,衣服,缩水
951,颜色尺寸还行 ,1,颜色尺寸,行
952,宝贝真的不错,0,宝贝,不错
953,老板态度也好,0,态度,好
954,质量摸起来很一般,0,质量,一般
955,上身效果：一点都不好,1,上身效果,好
956,穿上合身舒服好看喜欢,1,面料,舒服
957,大小正合适,0,大小,正合适
958,拍的角度不好,0,角度,不好
959,质量杠杠的,0,质量,杠杠的
960, 整体评价：质量很好,0,整体,好
961,质量也非常好,0,质量,好
962,衣服版型可以,1,衣服版型,可以
963,穿上去还显瘦的勒,1,设计,显瘦
