,评论,评价对象,程度副词,否定词,情感词
584,质量不太好,质量,太,不,好
585, 穿着很舒服的,面料,很,0,舒服
586,买了两件和老公当情侣装穿 还不贵哦 喜欢的赶快买吧,价格,0,不,贵
587,尺码也标准,尺码,0,0,标准
588,衣服布料是纯棉的,衣服布料,0,0,纯棉
589,这么便宜能买上这样的衣服,衣服,0,0,便宜
590,东西挺不错,东西,挺,0,不错
591,衣服质量不错&hellip;全棉的&hellip;好看,衣服质量,0,0,不错
592,穿着很合适,尺码,很,0,合适
593,布料也很好很满意,布料,很,0,满意
594,就是号比较偏小,号,偏,0,小
595,穿上挺合适的,尺码,挺,0,合适
596,好看质量不错,质量,0,0,不错
597,版型也好看,版型,0,0,好看
598,大概是纯棉的穿着舒服,纯棉,0,0,舒服
599,印花好看看起来挺好的,印花,挺,0,好
600,衣服是纯棉的,衣服,0,0,纯棉
601,这个t衣服布料不透明,衣服布料,0,不,透明
602,上身效果很满意,上身效果,很,0,满意
603,衣服质量挺好,衣服质量,挺,0,好
604,老公穿着大小合适,大小,0,0,合适
605,棉质面料柔软舒适 ,棉质,0,0,柔软舒适
606,尺码标准刚好合适,尺码,0,0,合适
607,整体评价：衣服质量还行吧,衣服质量,还,0,行
608,宝贝非常满意,宝贝,非常,0,满意
609,整体评价：觉得就挺一般的,整体,挺,0,一般
610,半袖是纯棉的,半袖,0,0,纯棉
611,做工精细工整,工整,0,0,精细
612,料子柔软舒适,料子,0,0,柔软舒适
613,穿着舒服合身,面料,0,0,舒服
614,透气性好,透气性,0,0,好
615,料子挺透的,料子,挺,0,透
616,穿上衣服面料很舒服,衣服,很,0,舒服
617,衣服太短了,衣服,太,0,短
618,料子也就一般,料子,0,0,一般
619,这么便宜质量还这么好,质量,0,0,好
620,衣服面料挺好的 纯棉,衣服面料,挺,0,好
621,根本不会看你选的图案是什么,图案,0,不,好看
622,摸起来手感很好,手感,很,0,好
623,纯棉T恤质量不错,质量,0,0,不错
624,做工也蛮精细,做工,蛮,0,精细
625,穿着宽松一些,布料,0,0,宽松
626,大小刚合适,大小,0,0,合适
627,性价比高不错挺好,性价比,挺,0,高
628,衣服质量超级好,衣服,超级,0,好
629,做工也不错真心不错,做工,0,0,不错
630, 上身效果：上身效果不错,上身效果,0,0,不错
631, 尺码推荐：尺码偏小,尺码,偏,0,小
632, 厚薄度：衣服薄薄的,厚薄度,0,0,薄薄的
633,纯棉很舒服,纯棉,很,0,舒服
634,透气好,透气,0,0,好
635,纯棉的手感很好,手感,很,0,好
636,纯棉穿着很舒服,纯棉,很,0,舒服
637,给老公买的质量也不错好评,质量,0,0,不错
638,料子的触感没有去年柔软,触感,0,没有,柔软
639,面料的确是纯棉的,面料,0,0,纯
640,就是发货时间太长了,发货时间,太,0,太长
641,面料不怎么好衣服收到了,面料,不,0,好
642,版型一般,版型,0,0,一般
643,质量很好值得购买,质量,很,0,好
644,码数感觉偏小一码,码数,偏,0,小
645,衣服质量还不错的,衣服质量,还,0,不错
646,洗了一下起球严重,起球,0,0,严重
647,质量有保障,质量,0,0,有保障
648,手感很舒服,手感,很,0,舒服
649,样子也漂亮,样子,0,0,漂亮
650,整体评价：质感可以,质感,0,0,可以
651,短袖质量好,质量,0,0,好
652,应该是尺码偏小一点儿,尺码,偏,0,小
653,大小正合适很满意,大小,很,0,满意
654,穿着透气舒适,布料,0,0,透气
655, 上身效果：好,上身效果,0,0,好
656,喜欢衣服大小正合适,衣服大小,0,0,喜欢
657,尺寸不大不小刚刚合适,尺寸,刚刚,0,合适
658,就是图案久了会掉色,图案,0,0,掉色
659,整体评价：讲真整体还是不错,整体评价,0,0,不错
660,关键是价格太给力了,价格,太,0,给力
661,大小也很合适,大小,很,0,合适
662,短袖纯棉的还不错,短袖纯棉,还,0,不错
663,给老公买的大小也合适,大小,0,0,合适
664,码数大小也很合适,码数大小,很,0,合适
665,不过还好样式不错,样式,还,0,不错
666,这个黑色的比较中性,黑色,比较,0,中性
667,老公穿上正好,大小,0,0,正好
668,不错质量不是很好,质量,很,不是,好
669,还有包装精美,包装,0,0,精美
670,宝贝真心不错,宝贝,0,0,不错
671,发货快性价比高,性价比,0,0,高
672,而且面料是棉的,面料,0,0,棉的
673,这个性价比很高,性价比,很,0,高
674, 材质特性：柔软舒适,材质特性,0,0,柔软舒适
675,8块多 蛮合适的比较薄一点,尺码,蛮,0,合适
676,质量还可以吧,质量,还,0,可以
677,做工也很好,做工,很,0,好
678,整体评价：尺码标准,尺码,0,0,标准
679,没想到这么合适刚刚好,尺码,刚刚,0,合适
680,图案不掉色,图案,0,不,掉色
681,这个价格买到棉的衣服,价格,0,0,便宜
682,t恤试了试穿着挺合适的,尺码,挺,0,合适
683,物流很快面料不错,物流,0,0,不错
684,第一次料子好,料子,0,0,好
685,这个T恤衫真的是纯棉的,T恤衫,0,0,纯棉
686,不过也可以 面料品质：棉线的,面料,0,不,棉线的
687,衣服洗了不褪色,衣服,0,不,褪色
688,面料手感不错,面料手感,0,0,不错
689,面料品质：缩水太严重了,面料,0,0,缩水
690,衣服是薄款的,衣服,0,0,薄款
691,夏天穿也合适,尺码,0,0,合适
692,面料也还行,面料,还,0,行
693,质量样式还行,质量样式,还,0,行
694,宝贝物超所值,宝贝,0,0,物超所值
695,面料柔软全棉的上身很舒服,面料,0,0,柔软
696,非常不错大小合适,大小,非常,0,合适
697,码数不合适要换货,码数,0,不,合适
698,质量不错值得购买,质量,0,0,不错
699,就是物流太垃圾,物流,太,0,垃圾
700,穿着不合适,尺码,0,不,合适
701,用料挺单薄的,用料,挺,0,单薄
702,做工精细没有薄款,做工,0,没有,精细
703,服务态度真是不咋滴,服务态度,0,0,不咋滴
704,衣服质量还好,衣服质量,还,0,好
705,整体来说还是可以的,整体,还,0,可以
706,质量也还是不错的,质量,还,0,不错
707,质量也还可以,质量,还,0,可以
708,码子可能偏小,码子,偏,0,小
709,大小穿着合适,大小,0,0,合适
710,质量挺不错,质量,挺,0,不错
711,非常满意便宜,价格,非常,0,便宜
712,质量很好没问题,质量,很,0,好
713,面料品质：纯棉,面料,0,0,纯棉
714,整体上身感觉很合身,整体,很,0,合身
715,东西很好的,东西,很,0,好
716,号码大小合适,号码大小,0,0,合适
717,质量不错东西不错,质量,0,0,不错
718,布料超粗糙,布料,超,0,粗糙
719,衣服质量偏硬,衣服,偏,0,硬
720,质量太差劲了啦,质量,太,0,差劲
721,衣服也很好看,衣服,很,0,好看
722,整体评价：衣服还不错,衣服,还,0,不错
723,洗过一次后发现料有点粗糙,布料,有点,0,粗糙
724,给儿子买的 纯棉的做工也很精细,做工,很,0,精细
725,这个比心的图案印的清晰,图案,0,0,清晰
726,纯棉的舒服,纯棉,0,0,舒服
727,不过质量很好,质量,很,0,好
728,穿的就更好更舒服了,面料,更,0,舒服
729,总体来说挺好的,总体,挺,0,好
730,摸着面料很舒服,面料,很,0,舒服
731, 布料挺柔滑的了,布料,挺,0,柔滑
732,衣服质量还不错,衣服质量,还,0,不错
733,大家别买衣服收到了质量不错,质量,0,0,不错
734,大小很合适,大小,很,0,合适
735,很舒服透气哦,面料,很,0,舒服
736,一款性价比高的T恤,性价比,0,0,高
737,但质量很好,质量,很,0,好
738,款式很好看,款式,很,0,好看
739,颜色花色漂亮,颜色花色,0,0,漂亮
740,布料不错哦,布料,0,0,不错
741,总体还不错,总体,还,0,不错
742,穿着也很舒服,面料,很,0,舒服
743,穿起来非常的舒服,面料,非常,0,舒服
744,衣服穿起来很舒服,衣服,很,0,舒服
745,上身效果：可以,上身效果,0,0,可以
746,这个价位的东西已经非常不错了,东西,非常,0,不错
747,衣服款式挺好,衣服款式,挺,0,好
748,质量非常好,质量,非常,0,好
749,衣服非常好,衣服,非常,0,好
750,穿着很舒服,面料,很,0,舒服
751,衣服收到了质量很好,质量,很,0,好
752,蘑菇头穿这个不好看,蘑菇头,0,不,好看
753,总体下来相当不错,总体,相当,0,不错
754,这东西一般般吧,东西,0,0,一般般
755,这个价钱还算过得去,价钱,0,0,过得去
756,之前买了两件短袖是全棉的穿着很舒服,全棉,很,0,舒服
757,不过摸着没短袖的棉软,短袖,0,0,绵软
758,衣服跟图片一样好,衣服跟图片,0,0,好
759,衣服穿了一段时间，挺好的。,衣服,挺,0,好
760,质量还不错,质量,还,0,不错
761,好看又实惠,衣服,0,0,好看
762,但是尺码还合适材质特性：不错,尺码材质,还,0,合适
763,这个衣服感觉真心不错,衣服,0,0,不错
764,个人感觉值得购买,个人感觉,0,0,值得购买
765,符合预期效果不错,效果,0,0,不错
766,物超所值～～～回来很棒,衣服,很,0,棒
767,颜色很显白,颜色,很,0,显白
768,不是滑滑的布料,布料,0,不是,滑滑
769,样式挺好看的,样式,挺,0,好看
770,也没有色差,色差,0,0,没有
771,是不错的衣服,衣服,0,0,不错
772,衣服质量挺好的,衣服质量,挺,0,好
773,衣服还是很不错的,衣服,很,0,不错
774,衣服质量很好,衣服质量,很,0,好
775,衣服很不错,衣服,很,0,不错
776,穿起来舒服,面料,0,0,舒服
777,面料很舒服,面料,很,0,舒服
778,上身效果不错,上身效果,0,0,不错
779,质量和服务也一样是杠杠滴哦,质量,0,0,好
780,衣服还是挺好的,衣服,挺,0,好
781,衣服质量不错 ,衣服质量,0,0,不错
782,绿色有色差,绿色,0,0,有色差
783,但是色差太明显了,色差,太,0,明显
784,又便宜性价比很高,性价比,很,0,高
785,是有弹性 S掌柜人不错 ,弹性,0,0,好
786,衣服很好 服务很热情,衣服,很,0,好
787,感觉不太适合灰色的,灰色,太,不,适合
788,但是服务态度与衣服款式都非常满意,衣服款式,非常,0,满意
789,完全超出期望值,期望值,0,0,超出
790,包装非常仔细、严实,包装,非常,0,严实
791,质量不好 好硬的衣服啊,质量,0,不,好
792,穿起来很舒服,面料,很,0,舒服
793,款式也好看,款式,0,0,好看
794,特别的不错衣服收到,衣服,0,0,不错
795,质量很不错,质量,很,0,不错
796,价格还优惠,价格,0,0,优惠
797,衣服质量还可以,衣服质量,还,0,可以
798,宽松度正好,布料,0,0,宽松
799,衣服材质不是特别好,衣服材质,特别,不是,好
800,几十块钱的东西凑合吧,东西,0,0,凑合
801,态度还不好,态度,还,不,好
802,布料粗糙了些,布料,0,0,粗糙
803,整体评价：宽松舒适 ,整体,0,0,宽松舒适
804,整体评价：衣服穿上很舒服,整体,很,0,舒服
805,颜色也很好看,颜色,很,0,好看
806,主屏很难得的正品,正品,很,0,难得
807,衣服挺好的,衣服,挺,0,好
808,衣服质量和款式我都比较喜欢,款式,比较,0,喜欢
809,衣服直接就丢了,衣服,0,0,丢了
810,穿上不仅好看还很舒服,面料,很,0,舒服
811,不是纯棉的,纯棉,0,0,不是
812,整体评价：大小合适,大小0,0,合适,
813,上身效果：效果很好,上身效果,0,0,好
814,但总体真的很不错,总体,很,0,不错
815,商品质量好而价低廉,商品质量,0,0,好
816,而且很不错哦,衣服,很,0,不错
817,整体评价：还好,整体,还,0,好
818,男朋友喜欢 材质特性：应该是一般的料子,材质,0,0,一般
819,不过可以藏肉肉 尺码推荐：正常就好 厚薄度：薄 面料品质：不太了解,面料品质,太,不,了解
820,我发现这衣服粗糙不说,衣服,0,0,粗糙
821,还有些生硬,面料,0,0,生硬
822,衣服穿着不错,衣服,0,0,不错
823,质量也可以,质量,0,0,可以
824,衣服的质量很好,衣服的质量,很,0,好
825,背后一点都不舒服 难受,面料,0,不,舒服
826,宝贝质量不错,宝贝质量,0,0,不错
827,整体评价：衣服很好,衣服,很,0,好
828,回头率超高 M 很有弹性,回头率,超,0,高
829,比以往买的都实惠,价格,0,0,实惠
830,值得购买 舒适度很好,舒适度,很,0,好
831,性价比超高,性价比,超,0,高
832,尺寸刚刚好,尺寸,刚刚,0,好
833,包装的挺好的,包装,挺,0,好
834,面料摸着还是挺舒服的,面料,挺,0,舒服
835,这质量杠杠的,质量,0,0,杠杠的
836,这个价位算是非常好了,价位,非常,0,好
837,布料有点粗糙,布料,有点,0,粗糙
838,不过穿着不错,布料,0,0,不错
839,质量还可以,质量,还,0,可以
840,衣服和图片简直差太远了,衣服和图片,太,0,远
841,色差特别厉害,色差,特别,0,厉害
842,并没有想象中（模特身上）的宽松 ,面料,0,没有,宽松
843,买了几家对比就这家质量不好,质量,0,不,好
844,衣服的确可以,衣服,0,0,可以
845,料子也很好,料子,很,0,好
846,衣服穿上去人变漂亮了,衣服,0,0,漂亮
847,质量也很好,质量,很,0,好
848,质量很好不错,质量,很,0,好
849,质量比想象中的好,质量,0,0,好
850,价格也便宜,价格,0,0,便宜
851,衣服非常的合身,衣服,非常,0,合身
852,评语；质量很好,质量,很,0,好
853,质量真的很好,质量,很,0,好
854,喜欢这种好质量衣服,质量,0,0,喜欢
855,衣服很好看,衣服,很,0,好看
856,价格还行穿舒服,价格,还,0,行
857,衣服不错哦,衣服,0,0,不错
858,总体看很有性价比,性价比,很,0,好
859,老板态度很好,态度,很,0,好
860,宝贝很喜欢,宝贝,很,0,喜欢
861,整体还可以,整体,还,0,可以
862,穿着也特别舒服,面料,特别,0,舒服
863,衣服还不错 有一说一宝贝可以的,衣服,还,0,不错
864,洗过没有起球的现象,衣服,0,没有,起球
865,这两件衣服的性价还是比较高的,性价比,比较,0,高
866,做工也挺精细,做工,挺,0,精细
867,质量不错穿着挺舒服,质量,挺,0,不错
868,质量也就一般,质量,0,0,一般
869,非常好的衣服,衣服,非常,0,好
870,这件衣服真的很舒服,衣服,很,0,舒服
871,上身效果很漂亮,上身效果,很,0,漂亮
872,性价比很高,性价比,很,0,高
873, 厚薄度：薄厚适中,厚薄,0,0,适中
874,衣服还不错,衣服,还,0,不错
875,质量OK布料也可以,质量,0,0,可以
876,、、还行东西不错,东西,0,0,不错
877,质量和款式都很好,质量款式,很,0,好
878,收到衣服质量真的很令我惊喜,衣服质量,0,0,惊喜
879,面料摸起来十分的舒服 ,面料,十分,0,舒服
880,黑的还是会掉点色,黑的,0,0,掉色
881,面料感觉挺好的,面料,挺,0,好
882,手感也特别好,手感,特别,0,好
883,衣服很喜欢,衣服,很,0,喜欢
884,衣服很修身,衣服,很,0,修身
885,衣服图案像是被刮花了,衣服图案,0,0,刮花
886,态度也极差,态度,极,0,差
887,这是我体验最差的一次购物,体验,最,0,差
888,衣服面料也不好,衣服面料,0,不,好
889,上身效果：完全是没有问题的,上身效果,0,没有,问题
890,便宜又好穿还不错,价格,0,0,便宜
891,便宜又实惠,价格,0,0,便宜
892,想要便宜的可以买这款宽松短袖,短袖,0,0,宽松
893,还可以 性价比不错 质量目前没发现有什么问题,性价比,0,0,不错
894,不过颜色有点点偏差没什么影响(我买到的是这样,颜色,有点,0,偏差
895,质量不错 可以购买,质量,0,0,不错
896,相当的不错啊,衣服,相当,0,不错
897,价格还实惠,价格,还,0,实惠
898,儿子穿着好帅气,设计,0,0,帅气
899,整体评价：太喜欢了这么便宜还质量好 面料品质：很舒服非常喜欢,面料,很,0,舒服
900,质量实再不错,价格,0,0,不错
901,价格也很实惠,价格,很,0,实惠
902,我穿上去刚刚好,大小,刚刚,0,好
